id,GEO_ID,GEO_ID_F,NAME,NAICS2017,NAICS2017_F,INDLEVEL,NAICS2017_LABEL,SUBSECTOR,SECTOR,INDGROUP,YEAR,RCPTOT,RCPTOT_S,PAYANN,PAYANN_S,PAYQTR1,PAYQTR1_S,EMP,EMP_S,EMPQ1PW,EMPQ1PW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,BENEFIT,BENEFIT_S,BENHEA,BENHEA_S,BENPEB,BENPEB_S,BENPEC,BENPEC_S,BENOTH,BENOTH_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,VALADD,VALADD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S,RPTOT,RPTOT_S,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHTEMP_S,PCHCMPQ,PCHCMPQ_S,PCHEXSO,PCHEXSO_S,PCHDAPR,PCHDAPR_S,PCHCSVC,PCHCSVC_S,PCHRPR,PCHRPR_S,PCHRFUS,PCHRFUS_S,PCHADVT,PCHADVT_S,PCHPRTE,PCHPRTE_S,PCHTAX,PCHTAX_S,PCHOEXP,PCHOEXP_S,RCPTOT_IMP,PAYANN_IMP,EMP_IMP
212,0100000US,null,United States,313310,null,6,Textile and fabric finishing mills,313,31,3133,2019,4981903,1,788371,1.6,198057,2,18368,1.6,14805,1.6,29021,1.8,518102,1.6,221827,1.6,101004,1.8,5012,4.9,15166,4.7,100644,1.9,2829688,1.3,2442385,1.4,135951,0.6,61115,2.7,90428,0.9,99808,0.6,1133797,0.9,0,X,0,X,2137964,1.6,613803,3.1,241703,2.7,137533,9.4,234566,2,588379,2.2,231675,2.4,133311,5.9,223393,1.3,100399,8.2,19455,8.4,80945,9.8,3880,3.4,3830,3.1,73234,10.6,40099,2.5,32137,2.9,7962,3,459768,3.8,48447,12.4,4076,4.7,2446,6.7,6533,6,5930,4.6,57968,2.5,33559,3.6,16656,14.3,26841,3.9,17354,2.9,239958,4.5,70% to less than 80%,20% to less than 30%,50% to less than 60%
213,0100000US,null,United States,31332,null,5,Fabric coating mills,313,31,3133,2018,2568463,1.2,408544,1.1,98858,0.9,6977,1.1,4818,1.7,10265,1.6,215040,1.6,110030,1.2,50957,1.4,3278,2.5,8365,2.5,47430,1.7,1589293,1.4,1499155,1.4,35646,0.5,13606,0.6,22141,0.5,18746,9.1,217946,0.8,0,X,D,D,995464,1.7,349032,1.3,148595,2.8,37935,24.9,162502,7.5,375487,2.1,153636,2,49189,3,172662,3,70879,7.1,10554,3.9,60325,7.8,1916,6.6,2010,10.3,56399,8.1,29395,4.6,27028,4.6,2367,5.4,190748,10.7,30295(s),45.6,1576,6.7,2127,10.9,1862,9.1,3207,5.1,21352,6,7583,3.8,12348,1.7,24816,12,20138,37.5,65444,6.3,30% to less than 40%,10% to less than 20%,30% to less than 40%
214,0100000US,null,United States,31332,null,5,Fabric coating mills,313,31,3133,2019,2524416,1.8,405415,1.3,104970,1.4,6689,2.3,4836,2.9,10478,3.1,219190,2.6,111327,1.9,50590,1.9,3472,5.5,8304,3.2,48962,3.8,1547649,1.6,1456984,1.7,39368,2.2,12666,2.2,22718,4.6,15913,13.3,241965,6.5,0,X,D,D,980915,2.3,369819,3.6,154084,3.5,47921,2.3,167815,5.1,372902,3.8,159547,4,46606,2.6,166750,4.9,65369,5,8327,1.1,57042,5.7,2266,18.5,1758,4.5,53018,5.9,28406,3.2,25455,3.4,2951,7,168467,5.3,15967,20.1,1412,7.5,1904,4.1,1815,4.2,3700,6.3,20458,3.8,8320,5.5,12585,8.5,20701,3,16521,26.1,65082,6.6,40% to less than 50%,10% to less than 20%,30% to less than 40%
215,0100000US,null,United States,313320,null,6,Fabric coating mills,313,31,3133,2018,2568463,1.2,408544,1.1,98858,0.9,6977,1.1,4818,1.7,10265,1.6,215040,1.6,110030,1.2,50957,1.4,3278,2.5,8365,2.5,47430,1.7,1589293,1.4,1499155,1.4,35646,0.5,13606,0.6,22141,0.5,18746,9.1,217946,0.8,0,X,D,D,995464,1.7,349032,1.3,148595,2.8,37935,24.9,162502,7.5,375487,2.1,153636,2,49189,3,172662,3,70879,7.1,10554,3.9,60325,7.8,1916,6.6,2010,10.3,56399,8.1,29395,4.6,27028,4.6,2367,5.4,190748,10.7,30295(s),45.6,1576,6.7,2127,10.9,1862,9.1,3207,5.1,21352,6,7583,3.8,12348,1.7,24816,12,20138,37.5,65444,6.3,30% to less than 40%,10% to less than 20%,30% to less than 40%
216,0100000US,null,United States,313320,null,6,Fabric coating mills,313,31,3133,2019,2524416,1.8,405415,1.3,104970,1.4,6689,2.3,4836,2.9,10478,3.1,219190,2.6,111327,1.9,50590,1.9,3472,5.5,8304,3.2,48962,3.8,1547649,1.6,1456984,1.7,39368,2.2,12666,2.2,22718,4.6,15913,13.3,241965,6.5,0,X,D,D,980915,2.3,369819,3.6,154084,3.5,47921,2.3,167815,5.1,372902,3.8,159547,4,46606,2.6,166750,4.9,65369,5,8327,1.1,57042,5.7,2266,18.5,1758,4.5,53018,5.9,28406,3.2,25455,3.4,2951,7,168467,5.3,15967,20.1,1412,7.5,1904,4.1,1815,4.2,3700,6.3,20458,3.8,8320,5.5,12585,8.5,20701,3,16521,26.1,65082,6.6,40% to less than 50%,10% to less than 20%,30% to less than 40%
217,0100000US,null,United States,314,null,3,Textile product mills,314,31,null,2018,22658822,0.8,4036856,0.5,981942,0.7,102395,0.6,78787,0.7,147631,1,2540741,0.9,1017666,1.1,454430,0.9,16077,3.4,63446,1.9,483713,1.8,11904645,0.9,10687228,0.9,528139,16.7,71138,1.7,205930,0.9,412210,2.6,2886903,0.8,D,D,D,D,10810964,1.2,3862548,0.8,2306995,0.9,362528,2,1193025,1.6,4036617,0.9,2257411,0.8,468899,2.4,1310307,1.7,507006,3.9,81618,10.1,425389,3.9,37234,28.9,22795,10,365360,2.5,323800,1.9,280096,2,43704,3.3,1533269,3.2,262742,6.3,17144,10.5,15727,7.4,22049,6.8,41587,4.4,153223,2.8,64410,2.3,71138,4.5,120992,3.8,80137,2.4,684121,4.7,40% to less than 50%,10% to less than 20%,40% to less than 50%
218,0100000US,null,United States,314,null,3,Textile product mills,314,31,null,2019,22894642,0.6,4073977,0.6,988569,0.8,102880,0.8,78810,0.9,147257,0.9,2519481,0.8,1015310,0.8,446632,1.3,16100,3,78756,1.3,473821,1,11642184,0.6,10311630,0.6,604060,4.5,64652,1.2,210408,1.3,451434,1.8,3005421,1.1,23,19.6,0,X,11217044,0.7,4059967,0.7,2263731,1,458328,1.1,1337908,1,4101028,0.8,2253270,1.1,433375,1.6,1414383,0.9,552480,2.7,101265,9.8,451215,2.2,23543,14.2,21587,6.6,406084,1.9,317496,1.9,271587,2,45909,3.9,1529418,2.4,249647,4.5,21508,14.5,16924,6.7,19395,3.5,45698,3.8,162278,2.1,60666,1.9,82898,5.1,123934,3.5,89504,3,656966,3.4,50% to less than 60%,20% to less than 30%,40% to less than 50%
219,0100000US,null,United States,3141,null,4,Textile furnishings mills,314,31,3141,2018,12855628,0.7,1865915,0.7,464995,0.7,46934,0.8,36941,1.1,71970,1.3,1196565,0.9,512219,0.9,251102,1.2,5370,6.5,30091,2.2,225656,0.9,7322938,0.7,6564239,0.8,312857,4.6,42151,2,103566,0.7,300126,3.2,1475082,0.8,D,D,D,D,5542280,1,2356023,0.5,1514101,0.6,198642,2.1,643280,1.4,2467291,1,1431077,0.8,291256,2.3,744958,2.2,287203,3.1,37379,6.4,249825,2.8,6354,16.3,9930,17.9,233541,2.3,153031,2.8,132966,3.1,20065,1.5,708643,4.1,140120,8.6,6726,2,5391,10.1,7768,9.3,15440,7.2,79685,2.9,40321,2.8,22639,5.2,58352,4.3,41017,2.7,291185,6.4,40% to less than 50%,20% to less than 30%,30% to less than 40%
220,0100000US,null,United States,3141,null,4,Textile furnishings mills,314,31,3141,2019,12449799,0.7,1831799,0.9,458232,1,46157,1,36224,1,69010,1,1149210,1.1,500600,1,243230,1.2,4561,7.9,33265,1.8,219545,1.2,6801186,0.8,6015500,0.9,314228,6,35843,1.1,101612,1.6,334003,1.8,1522149,1.3,0,X,0,X,5598907,0.8,2490125,0.7,1435964,0.9,301310,1.3,752850,1,2488628,0.9,1404900,1,282669,1.8,801059,1,314583,2.1,48271,5,266313,2.1,6207,10.4,10315,13.1,249791,2,145913,2.9,125173,3.4,20740,5.4,715526,3.4,132911,4.8,6882,8.4,5717,10.8,7282,3.7,15777,4.9,87677,3.2,37050,2.5,27892,9.6,59156,5.8,40518,2.9,294665,5.8,40% to less than 50%,20% to less than 30%,40% to less than 50%
221,0100000US,null,United States,31411,null,5,Carpet and rug mills,314,31,3141,2018,9232905,0.6,1176617,0.2,294568,0.4,26538,0.3,21629,0.4,45384,0.4,785746,0.4,365457,0.4,192744,0.8,2521,1.8,21800,1.4,148393,0.2,5554570,0.6,5124208,0.7,51848,0,35249,2.1,90512,0.8,252753,1.6,1333554,0.8,0,X,0,X,3660428,0.9,1708787,0.1,1226034,0.1,128739,0.6,354014,0.3,1783521,0.9,1114134,0.6,222731,2.5,446655,1.7,224621,3.2,26039,9,198581,2.5,1900,5.9,4380,24.6,192302,2.2,70790,3.5,57881,3.9,12909,2.1,392504,4.8,40823,7.1,4099,2.6,2346,1.5,3527,3.7,7165,9.2,63378,3,34736,3,11260,3.5,38620,2.5,27888,2.4,158663,7.7,30% to less than 40%,30% to less than 40%,30% to less than 40%
222,0100000US,null,United States,31411,null,5,Carpet and rug mills,314,31,3141,2019,8818740,0.8,1151350,1,293128,1,26002,1.3,21088,1.1,41833,1,738276,1.2,349417,1,184636,1,1809,0,23621,1.7,139352,1.1,5197580,0.9,4719711,0.9,75264,1.4,29158,1.2,88982,1.8,284465,0.4,1379130,1.4,0,X,0,X,3555510,0.9,1792232,0.4,1119938,0.4,224945,0.8,447350,0.7,1734419,0.4,1071730,0.2,207501,1.1,455187,0.8,253835,2.2,34359,1.5,219476,2.4,1880,3.7,5076,25.2,212520,2.3,68788,4.6,55842,5.8,12946,1.8,406362,5.2,42754,11.4,3443,1.9,2270,1.5,3516,2.9,7019,6.6,71022,3.8,31219,2.6,14221,11,40838,0.6,27578,2,162482,9.6,40% to less than 50%,20% to less than 30%,40% to less than 50%
223,0100000US,null,United States,314110,null,6,Carpet and rug mills,314,31,3141,2018,9232905,0.6,1176617,0.2,294568,0.4,26538,0.3,21629,0.4,45384,0.4,785746,0.4,365457,0.4,192744,0.8,2521,1.8,21800,1.4,148393,0.2,5554570,0.6,5124208,0.7,51848,0,35249,2.1,90512,0.8,252753,1.6,1333554,0.8,0,X,0,X,3660428,0.9,1708787,0.1,1226034,0.1,128739,0.6,354014,0.3,1783521,0.9,1114134,0.6,222731,2.5,446655,1.7,224621,3.2,26039,9,198581,2.5,1900,5.9,4380,24.6,192302,2.2,70790,3.5,57881,3.9,12909,2.1,392504,4.8,40823,7.1,4099,2.6,2346,1.5,3527,3.7,7165,9.2,63378,3,34736,3,11260,3.5,38620,2.5,27888,2.4,158663,7.7,30% to less than 40%,30% to less than 40%,30% to less than 40%
224,0100000US,null,United States,314110,null,6,Carpet and rug mills,314,31,3141,2019,8818740,0.8,1151350,1,293128,1,26002,1.3,21088,1.1,41833,1,738276,1.2,349417,1,184636,1,1809,0,23621,1.7,139352,1.1,5197580,0.9,4719711,0.9,75264,1.4,29158,1.2,88982,1.8,284465,0.4,1379130,1.4,0,X,0,X,3555510,0.9,1792232,0.4,1119938,0.4,224945,0.8,447350,0.7,1734419,0.4,1071730,0.2,207501,1.1,455187,0.8,253835,2.2,34359,1.5,219476,2.4,1880,3.7,5076,25.2,212520,2.3,68788,4.6,55842,5.8,12946,1.8,406362,5.2,42754,11.4,3443,1.9,2270,1.5,3516,2.9,7019,6.6,71022,3.8,31219,2.6,14221,11,40838,0.6,27578,2,162482,9.6,40% to less than 50%,20% to less than 30%,40% to less than 50%
225,0100000US,null,United States,31412,null,5,Curtain and linen mills,314,31,3141,2018,3622723,1.7,689298,1.7,170427,1.9,20396,1.8,15312,2.5,26586,3.6,410818,2.5,146762,2.9,58359,4.3,2850,12.1,8291,7.2,77263,2.6,1768368,2.3,1440031,2.8,261009,5.5,6902,5.7,13053,2.2,47374,18.5,141528,3.4,D,D,D,D,1881852,2.2,647237,1.9,288067,3.1,69904,5.8,289266,3.1,683771,2.8,316943,3,68525,5.4,298303,4.9,62583,8.2,11340,4.5,51243,9.6,4454,23.1,5550,25.4,41239,8.5,82241,4.2,75085,4.5,7157,1.7,316139,6.9,99297,11.8,2627,3,3045,17.9,4241,16.8,8275,10.9,16307,8.3,5585,7.5,11379,9.8,19731,11.6,13129,6.8,132522,10.7,50% to less than 60%,10% to less than 20%,40% to less than 50%
226,0100000US,null,United States,31412,null,5,Curtain and linen mills,314,31,3141,2019,3631058,1.2,680449,1.6,165104,2,20154,1.6,15136,1.9,27177,1.9,410934,2.1,151183,2.4,58594,4,2752,13,9644,4.4,80193,2.6,1603607,1.5,1295789,2.2,238964,7.9,6685,2.5,12630,2.7,49538,11.7,143018,3,0,X,0,X,2043397,1.7,697893,2.4,316026,3.8,76365,4.5,305501,2.2,754209,2.7,333170,4.2,75168,6.2,345872,2.1,60748,5.5,13911,16.8,46837,4.3,4327,14.9,5239,8.3,37271,4,77125,3.7,69331,3.9,7794,14,309164,3.9,90157,4.7,3439,16.8,3447,17.9,3765,6.5,8758,7,16655,3.9,5831,6.8,13672,15.8,18318,18.5,12939,7.9,132183,5.1,60% to less than 70%,10% to less than 20%,50% to less than 60%
227,0100000US,null,United States,314120,null,6,Curtain and linen mills,314,31,3141,2018,3622723,1.7,689298,1.7,170427,1.9,20396,1.8,15312,2.5,26586,3.6,410818,2.5,146762,2.9,58359,4.3,2850,12.1,8291,7.2,77263,2.6,1768368,2.3,1440031,2.8,261009,5.5,6902,5.7,13053,2.2,47374,18.5,141528,3.4,D,D,D,D,1881852,2.2,647237,1.9,288067,3.1,69904,5.8,289266,3.1,683771,2.8,316943,3,68525,5.4,298303,4.9,62583,8.2,11340,4.5,51243,9.6,4454,23.1,5550,25.4,41239,8.5,82241,4.2,75085,4.5,7157,1.7,316139,6.9,99297,11.8,2627,3,3045,17.9,4241,16.8,8275,10.9,16307,8.3,5585,7.5,11379,9.8,19731,11.6,13129,6.8,132522,10.7,50% to less than 60%,10% to less than 20%,40% to less than 50%
228,0100000US,null,United States,314120,null,6,Curtain and linen mills,314,31,3141,2019,3631058,1.2,680449,1.6,165104,2,20154,1.6,15136,1.9,27177,1.9,410934,2.1,151183,2.4,58594,4,2752,13,9644,4.4,80193,2.6,1603607,1.5,1295789,2.2,238964,7.9,6685,2.5,12630,2.7,49538,11.7,143018,3,0,X,0,X,2043397,1.7,697893,2.4,316026,3.8,76365,4.5,305501,2.2,754209,2.7,333170,4.2,75168,6.2,345872,2.1,60748,5.5,13911,16.8,46837,4.3,4327,14.9,5239,8.3,37271,4,77125,3.7,69331,3.9,7794,14,309164,3.9,90157,4.7,3439,16.8,3447,17.9,3765,6.5,8758,7,16655,3.9,5831,6.8,13672,15.8,18318,18.5,12939,7.9,132183,5.1,60% to less than 70%,10% to less than 20%,50% to less than 60%
229,0100000US,null,United States,3149,null,4,Other textile product mills,314,31,3149,2018,9803194,1.7,2170941,0.9,516947,1.3,55461,1,41846,1,75662,1.5,1344177,1.6,505447,2,203328,1.5,10706,4,33356,3,258057,3.2,4581707,2.1,4122989,2.1,215282(s),40.3,28987,3.1,102364,1.5,112084,3.8,1411821,1.4,D,D,0,X,5268684,2.3,1506525,1.9,792894,2.4,163886,3.6,549745,3.2,1569326,1.5,826334,1.7,177643,5.2,565349,2.6,219803,8.1,44239,17.8,175564,8.4,30880,34.7,12865,11.1,131819,5.7,170769,2.6,147130,2.7,23639,6,824626,4.9,122622,9.2,10418,17.2,10336,9.9,14280,9.2,26147,5.6,73538,5,24089,4.1,48499,6.1,62641,6.1,39120,3.9,392936,6.7,40% to less than 50%,10% to less than 20%,50% to less than 60%
230,0100000US,null,United States,3149,null,4,Other textile product mills,314,31,3149,2019,10444843,0.9,2242178,0.9,530337,1.2,56724,1.1,42587,1.4,78247,1.4,1370271,1.2,514709,1.3,203402,2.6,11539,2.8,45492,1.9,254277,1.6,4840998,1,4296130,1,289832,6.6,28809,2.3,108796,2.1,117431,5,1483272,1.7,23,19.6,0,X,5618137,1,1569843,1.5,827767,2.3,157018,2,585058,2,1612400,1.5,848370,2.3,150706,3.1,613324,1.7,237897,5.6,52994,18.2,184902,4.4,17336,18.9,11272,4,156294,3.6,171583,2.4,146414,2.4,25169,5.6,813892,3.3,116736,7.9,14626,20.9,11207,8.4,12114,5.1,29922,5.1,74601,2.7,23615,3.2,55005,5.9,64778,4,48986,5,362301,4,50% to less than 60%,10% to less than 20%,40% to less than 50%
231,0100000US,null,United States,31491,null,5,Textile bag and canvas mills,314,31,3149,2018,3197758,4.9,787311,1.8,177523,3.2,19431,1.8,14169,2,24947,3.7,436743,4.2,185584,4.9,68004,3.3,2993,12.2,12245,6.4,102341,7.8,1492883,4.4,1416543,3.6,S,A,6869,12.7,20298,6.9,33501,12.5,221651,8.1,D,D,0,X,1765450,5.1,464715,4,197001,8.6,44346,6.2,223368,3.3,530743,3.4,248206,5,53715,14.4,228822,4.3,57053,16.1,12213(s),41.5,44841,15.9,11138(s),43.1,2584,11.7,31118,11.2,61679,5.5,55143,5.6,6535,9,288134,10.1,41888,15,4519,39,3887,13.7,5500,16.8,10632,7.3,20927,13,5133,9.7,25470,7.6,27443,9,13730,7,129005,15.1,30% to less than 40%,Less than 10%,30% to less than 40%
232,0100000US,null,United States,31491,null,5,Textile bag and canvas mills,314,31,3149,2019,3840860,2.2,857794,1.3,199932,2,20565,1.9,14587,2.5,27293,1.9,457461,1.6,190676,1.7,72686,3.5,4823,4.3,14808,3.5,98359,1.9,1713081,2.5,1531752,2.4,113778,8.4,7107,5.6,25565,6.3,34879,15.3,290498,6.4,23,19.6,0,X,2118605,2.2,556340,3.3,271487,5.9,46144,5.6,238710,2.8,584369,3.4,260932,6.6,47524,7.2,275913,3.1,63774,7.7,12093,9.8,51681,9.1,9079,30.9,3048,9.1,39554,6.6,66959,5.2,58686,5.1,8273,12.5,306362,6.5,44794,14.7,7985,38,4130,9.4,4894,9.8,13802,7.4,20249,6.1,5219,7.8,30445,7.2,26406,6.4,20438,9.5,128000,8.4,50% to less than 60%,10% to less than 20%,40% to less than 50%
233,0100000US,null,United States,314910,null,6,Textile bag and canvas mills,314,31,3149,2018,3197758,4.9,787311,1.8,177523,3.2,19431,1.8,14169,2,24947,3.7,436743,4.2,185584,4.9,68004,3.3,2993,12.2,12245,6.4,102341,7.8,1492883,4.4,1416543,3.6,S,A,6869,12.7,20298,6.9,33501,12.5,221651,8.1,D,D,0,X,1765450,5.1,464715,4,197001,8.6,44346,6.2,223368,3.3,530743,3.4,248206,5,53715,14.4,228822,4.3,57053,16.1,12213(s),41.5,44841,15.9,11138(s),43.1,2584,11.7,31118,11.2,61679,5.5,55143,5.6,6535,9,288134,10.1,41888,15,4519,39,3887,13.7,5500,16.8,10632,7.3,20927,13,5133,9.7,25470,7.6,27443,9,13730,7,129005,15.1,30% to less than 40%,Less than 10%,30% to less than 40%
234,0100000US,null,United States,314910,null,6,Textile bag and canvas mills,314,31,3149,2019,3840860,2.2,857794,1.3,199932,2,20565,1.9,14587,2.5,27293,1.9,457461,1.6,190676,1.7,72686,3.5,4823,4.3,14808,3.5,98359,1.9,1713081,2.5,1531752,2.4,113778,8.4,7107,5.6,25565,6.3,34879,15.3,290498,6.4,23,19.6,0,X,2118605,2.2,556340,3.3,271487,5.9,46144,5.6,238710,2.8,584369,3.4,260932,6.6,47524,7.2,275913,3.1,63774,7.7,12093,9.8,51681,9.1,9079,30.9,3048,9.1,39554,6.6,66959,5.2,58686,5.1,8273,12.5,306362,6.5,44794,14.7,7985,38,4130,9.4,4894,9.8,13802,7.4,20249,6.1,5219,7.8,30445,7.2,26406,6.4,20438,9.5,128000,8.4,50% to less than 60%,10% to less than 20%,40% to less than 50%
235,0100000US,null,United States,31499,null,5,All other textile product mills,314,31,3149,2018,6605435,0.7,1383629,0.9,339424,0.9,36029,1.1,27678,1.2,50715,1.3,907434,1.1,319863,1.2,135324,1.4,7713,2.8,21111,2.8,155715,1.6,3088824,2.2,2706447,2.6,199610,3.8,22118,1.1,82067,0.9,78583,1,1190170,0.8,0,X,0,X,3503234,2.4,1041810,2,595893,1.4,119540,4.3,326377,4.8,1038583,1.5,578128,1.2,123928,4,336527,3.3,162750,9.3,32027,18.8,130723,9.9,19741(s),48.6,10281,13.5,100701,6.6,109090,2.6,91986,2.6,17104,7.5,536492,5.1,80734,11.5,5899,5.6,6449,13.5,8781,10.6,15515,8,52611,4.7,18956,4.5,23029,9.8,35198,8.2,25389,4.7,263931,6.8,40% to less than 50%,20% to less than 30%,50% to less than 60%
236,0100000US,null,United States,31499,null,5,All other textile product mills,314,31,3149,2019,6603983,0.7,1384384,1.3,330405,1.5,36158,1.4,28000,1.6,50955,1.9,912809,1.5,324034,1.8,130716,3.5,6716,3.7,30684,2.2,155918,2.4,3127917,0.8,2764378,0.7,176055,9.4,21702,2.4,83231,2,82551,2.9,1192775,1.4,0,X,0,X,3499532,0.9,1013503,1.4,556280,1.8,110875,1.6,346348,2.8,1028032,1.2,587438,1.6,103183,3.1,337411,1.7,174123,7,40902,23.4,133222,4.9,8258,20.3,8224,4.3,116740,4.3,104624,2.2,87728,2.2,16896,5.7,507530,3.6,71941,8.9,6642,4.9,7077,12.1,7220,5.3,16120,7.2,54352,2.9,18396,3.4,24561,9.7,38372,5.1,28548,5.2,234301,4.1,50% to less than 60%,20% to less than 30%,50% to less than 60%
237,0100000US,null,United States,314994,null,6,"Rope, cordage, twine, tire cord, and tire fabric mills",314,31,3149,2018,1670285,0.2,289997,1.4,76897,1.2,5846,1.8,4448,2,8763,1.8,194895,1.4,82634,1.3,36436,1,2141,5.7,6107,3.5,37951,1.1,971613,0.2,888676,0.4,22842,6.3,7797,0.1,43951,0.1,8347,1.2,711010,0.1,0,X,0,X,650663,0.7,349934,1.6,215093,1.9,52964,1.2,81877,3.6,289312,3.3,170042,2.8,50006,5,69264,10.7,52461,14.4,15923,32.4,36537,14.5,699,4.6,3868,4.2,31970,16,16719,4.8,13038,0.4,3681,22,132743,8.5,23185,20.3,1564,2.9,1215,3.3,1189,15.7,2968,9.7,15850,0.6,6768,5.7,6391,19.2,8512,11.3,7563,7.9,57539,10.1,50% to less than 60%,40% to less than 50%,50% to less than 60%
238,0100000US,null,United States,314994,null,6,"Rope, cordage, twine, tire cord, and tire fabric mills",314,31,3149,2019,1716999,0.3,307407,0.4,72855,2,6058,0.6,4584,0.6,9693,0.6,211100,0.4,78601,0.5,35045,1.3,2519,1.9,5883,2.9,35155,0.7,1016121,0.4,931149,0.5,24573,1.3,8172,2.3,43975,0.4,8252,1.3,701366,0.3,0,X,0,X,724012,0.9,284523,1.1,176090,1,46627,1.6,61806,3.3,323256,2,201527,1.8,44324,3.1,77405,3.9,59666,15.5,25259,36,34407,3.8,1274,6,3850,1,29283,4.1,16686,0.4,13183,0.3,3503,1.6,138844,9.1,15719,8.6,1332,13.4,1306,21.6,1076,16.7,3029,20.1,22134,2.6,6520,5.1,9122,22.5,9822,7.3,7646,5.9,61138,12.4,60% to less than 70%,60% to less than 70%,60% to less than 70%
239,0100000US,null,United States,314999,null,6,All other miscellaneous textile product mills,314,31,3149,2018,4935150,0.9,1093633,1,262527,1.1,30183,1.3,23230,1.3,41951,1.6,712539,1.3,237229,1.6,98889,1.9,5572,3.2,15004,3.7,117765,2.1,2117211,3.3,1817770,3.8,176768,4.3,14321,1.8,38116,1.9,70236,1.1,479160,2.1,0,X,0,X,2852571,2.9,691875,3,380800,1.8,66576,7.7,244500,6.3,749271,1.7,408085,1.2,73922,5.7,267263,3,110289,11.9,16103,19.2,94186,12.6,19042(s),50.4,6413,21.5,68731,6.1,92371,3,78948,3,13423,7.5,403749,6.2,57549,14,4334,7.5,5235,16.6,7592,12,12547,9.7,36761,6.7,12188,6.3,16638,11.3,26686,10.2,17826,5.7,206392,8.2,40% to less than 50%,10% to less than 20%,50% to less than 60%
240,0100000US,null,United States,314999,null,6,All other miscellaneous textile product mills,314,31,3149,2019,4886984,0.9,1076977,1.6,257550,1.9,30100,1.7,23416,1.9,41261,2.4,701710,2,245432,2.4,95671,4.7,4197,5.8,24801,2.6,120763,3.1,2111796,1.1,1833229,1,151482,11,13530,3.6,39256,4.3,74299,3.2,491408,3.4,0,X,0,X,2775520,1.1,728980,2,380191,2.5,64247,2.6,284541,3.3,704776,1.5,385912,2.3,58858,4.8,260006,1.8,114457,7,15643,19.2,98815,6.5,6984,24,4374,8.1,87457,5.6,87938,2.6,74545,2.6,13392,7.1,368686,3.5,56222,11.1,5310,5.1,5771,14,6143,5.5,13090,7.5,32218,4.5,11876,4.4,15438,8,28550,6.4,20902,6.8,173164,3.3,40% to less than 50%,10% to less than 20%,50% to less than 60%
241,0100000US,null,United States,315,null,3,Apparel manufacturing,315,31,null,2018,9740308,1.5,2526751,1.1,610535,1.1,78525,1.1,63102,1.1,110338,1.3,1698748,1.2,563094,1.1,227982,1.5,15660,2.6,27190,2.3,292262,1.2,4291527,2,3182865,2.3,486172,10.6,23220,8.9,55919,1.5,543351,8.7,589641,1.4,165,0,0,X,5430907,1.3,1629655,1.8,870560,1.4,233500,3.2,525596,3.1,1648444,1.9,861796,1.7,224390,3.3,562257,2.7,152878,2,23797,5.4,129081,1.9,9362,3.5,10231,6.8,109488,1.9,231817,7.9,216872,8,14945,7.6,897981,4.9,106888,10.6,13326,9,14036,6.1,10308,9.2,24465,6.6,38736,4,21190,7.9,84134,6.4,83742,7.4,42738,5.1,458417,4.5,50% to less than 60%,10% to less than 20%,60% to less than 70%
242,0100000US,null,United States,315,null,3,Apparel manufacturing,315,31,null,2019,9970683,1.9,2477637,1.4,612657,1.4,73739,1.8,59315,2,104101,2,1685168,1.5,537907,1.8,212166,2.1,15336,3.8,24697,5.1,285708,2.5,4413066,1.9,3214041,1.7,522514,9.7,19547,2.6,53409,2,603554,3,574792,2.1,D,D,0,X,5615547,2,1662112,1.3,857483,1.6,235948,2.9,568682,1.5,1729215,1.4,904050,1.6,247311,4.1,577854,1.4,198798,8.5,34478,12.9,164319,8.8,9134,4.7,13824,12.9,141362,9.8,250149,2.9,232128,3,18021,4.1,999014,6.6,155488,23.8,12827,5.5,14623,7.6,11472,6.1,27554,11.5,38773,4.1,19581,4.6,102593,19.2,85884,6.2,50347,21,479872,5.7,50% to less than 60%,10% to less than 20%,60% to less than 70%
