id,GEO_ID,GEO_ID_F,NAME,NAICS2017,NAICS2017_F,INDLEVEL,NAICS2017_LABEL,SUBSECTOR,SECTOR,INDGROUP,YEAR,RCPTOT,RCPTOT_S,PAYANN,PAYANN_S,PAYQTR1,PAYQTR1_S,EMP,EMP_S,EMPQ1PW,EMPQ1PW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,BENEFIT,BENEFIT_S,BENHEA,BENHEA_S,BENPEB,BENPEB_S,BENPEC,BENPEC_S,BENOTH,BENOTH_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,VALADD,VALADD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S,RPTOT,RPTOT_S,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHTEMP_S,PCHCMPQ,PCHCMPQ_S,PCHEXSO,PCHEXSO_S,PCHDAPR,PCHDAPR_S,PCHCSVC,PCHCSVC_S,PCHRPR,PCHRPR_S,PCHRFUS,PCHRFUS_S,PCHADVT,PCHADVT_S,PCHPRTE,PCHPRTE_S,PCHTAX,PCHTAX_S,PCHOEXP,PCHOEXP_S,RCPTOT_IMP,PAYANN_IMP,EMP_IMP
1,0100000US,null,United States,31-33,null,2,Manufacturing,null,31,null,2018,5890662939,0.1,692979103,0.1,175598627,0.1,11633292,0.1,8323367,0.1,16162235,0.1,405759893,0.1,210601487,0.1,90094626,0.1,13937041,0.2,21711846,0.1,84857974,0.1,3301381002,0.1,3028261112,0.1,133399568,0.3,33458648,0.2,51361641,0.1,54900033,0.2,749629450,0.1,104924813,0.1,30451708,0.2,2606338235,0.1,633477853,0.1,233756625,0.2,182130101,0.2,217591127,0.1,669739080,0.1,246195924,0.2,186747099,0.2,236796057,0.1,179142334,0.3,36579021,0.5,142563313,0.4,6126658,1.6,5569609,0.9,130867046,0.4,40303233,0.3,27593759,0.3,12709474,0.4,393631662,0.3,39831373,0.8,6076889,0.8,5083599,0.6,6362314,0.6,5409741,0.6,55209512,0.2,14801149,0.5,17006835,0.7,34675581,0.3,19311138,0.4,189863530,0.4,30% to less than 40%,20% to less than 30%,40% to less than 50%
2,0100000US,null,United States,31-33,null,2,Manufacturing,null,31,null,2019,5731187355,0.1,699745812,0.1,179287080,0.1,11507413,0.1,8247614,0.1,16041273,0.1,410478536,0.1,213462393,0.1,91289357,0.1,13647692,0.2,22274060,0.1,86251284,0.1,3180441183,0.1,2915895513,0.1,127782034,0.4,32030407,0.1,50357309,0.1,54375919,0.3,737942218,0.1,105344035,0.1,31613579,0.1,2579381829,0.1,661792502,0.1,243204704,0.2,186154382,0.2,232433416,0.1,696222947,0.1,250828962,0.1,207165782,0.2,238228203,0.1,177615669,0.2,36533090,0.5,141082579,0.3,5455656,0.9,5442159,0.8,130184763,0.3,40751122,0.2,27543500,0.3,13207623,0.3,402236742,0.2,40330338,0.5,6486659,0.5,5352359,0.5,6325311,0.9,5580849,0.6,57011486,0.3,14843941,0.3,16307865,0.4,36000994,0.3,19561082,0.3,194435858,0.3,40% to less than 50%,30% to less than 40%,40% to less than 50%
3,0100000US,null,United States,311,null,3,Food manufacturing,311,31,null,2018,784628928,0.1,68773595,0.2,16846104,0.2,1494203,0.2,1212451,0.2,2371404,0.2,48779572,0.2,20474909,0.2,9351557,0.2,1109773,0.5,1531063,0.6,8482516,0.3,483552782,0.1,458842053,0.1,13173525,1,3486863,0.3,5633505,0.4,2416836,0.7,72852157,0.5,2030288,0.9,213708,0.2,301061331,0.2,54770213,0.2,28997658,0.2,5996870,0.8,19775684,0.3,55598402,0.2,28897626,0.2,6082088,1,20618688,0.4,21601701,0.9,4872411,1,16729290,0.9,645975,2,511822,2.6,15571493,1,4620417,1,2859839,1.5,1760578,0.9,42837320,0.8,4792463,1.7,331909,1.8,164245,2.1,217686,1.9,374194,2,6745137,0.7,2641843,1,3898438,0.8,2451419,0.8,1743435,1.4,19476552,1.2,40% to less than 50%,30% to less than 40%,40% to less than 50%
4,0100000US,null,United States,311,null,3,Food manufacturing,311,31,null,2019,794130354,0.2,70070750,0.3,17385762,0.3,1487229,0.3,1208056,0.3,2375000,0.4,49934879,0.2,20990578,0.2,9511290,0.2,1103799,0.4,1595344,0.6,8780145,0.3,485135354,0.2,460952820,0.2,12773948,1.5,3415623,0.4,5681498,0.3,2311464,0.9,73610040,0.3,2069266,0.5,120546,0.9,313412704,0.2,54948947,0.4,28601612,0.5,6042254,1.9,20305080,0.5,61055977,0.3,30969163,0.3,8092407,1.7,21994407,0.4,20396656,1,4219323,1.5,16177333,1.1,727426,1.5,566840,2.2,14883067,1.2,4781250,0.8,2956663,1.1,1824587,0.5,44440756,0.6,5138451,1.9,355544,1.5,205447,1.9,247445,1.5,418418,1.8,7260631,0.7,2814375,0.9,3377463,0.7,2649867,1.1,1796281,0.8,20176834,0.7,40% to less than 50%,30% to less than 40%,40% to less than 50%
5,0100000US,null,United States,3111,null,4,Animal food manufacturing,311,31,3111,2018,57501604,0.5,3011362,0.6,757464,0.7,51994,0.7,38089,1.4,78536,2.4,1938238,1.4,948843,0.8,418534,1.5,63665,0.8,96845,2.2,369800,0.8,38839555,0.5,36651907,0.5,1431750,2,191231,2.8,340811,5.2,223856,4.3,4195019,6.4,D,D,0,X,18613621,0.8,3611346,0.5,1792194,0.6,191420,2.3,1627733,0.9,3735201,0.8,1705004,1.1,230182,7.3,1800015,1.2,1374767,3.1,261233,3.8,1113534,3.2,64088,5.6,76911,7.4,972534,3.1,199095,1.8,106292,1.1,92803,3.9,2485857,2.4,241908,7.5,21012,3.4,11034,2.2,9809,6.8,32300,1.9,433694,2.7,88920,4,111020,2.1,124952,3.4,130717,4.1,1280493,3.2,30% to less than 40%,30% to less than 40%,50% to less than 60%
6,0100000US,null,United States,3111,null,4,Animal food manufacturing,311,31,3111,2019,56457309,0.6,3006554,1.2,766943,1.1,55632,1.3,41903,1.3,81842,1.1,1976962,1.3,951256,1.1,417787,1,60067,1.4,98191,1.9,375211,1.5,35377543,0.9,33267727,0.9,1373860,2.4,193005,3.5,345531,1.6,197419,2.4,4278781,1.9,1328,28,39,27.1,20957353,1.8,3716319,1.2,1767351,2,223776,3.4,1725192,1.1,3483989,1.2,1652053,2.4,216662,3,1615274,1.1,1277626,1.9,254551,2.3,1023075,2.1,54119,2.3,38172,1.6,930783,2.2,214099,4.2,122918,7.1,91181,1.2,2417453,2.2,189768,1.7,26107,5.2,12994,2.3,9215,5.1,33026,3.2,409977,2.3,98177,4.3,122557,4.1,149389,3.8,111859,2.6,1254383,2.9,20% to less than 30%,30% to less than 40%,50% to less than 60%
7,0100000US,null,United States,31111,null,5,Animal food manufacturing,311,31,3111,2018,57501604,0.5,3011362,0.6,757464,0.7,51994,0.7,38089,1.4,78536,2.4,1938238,1.4,948843,0.8,418534,1.5,63665,0.8,96845,2.2,369800,0.8,38839555,0.5,36651907,0.5,1431750,2,191231,2.8,340811,5.2,223856,4.3,4195019,6.4,D,D,0,X,18613621,0.8,3611346,0.5,1792194,0.6,191420,2.3,1627733,0.9,3735201,0.8,1705004,1.1,230182,7.3,1800015,1.2,1374767,3.1,261233,3.8,1113534,3.2,64088,5.6,76911,7.4,972534,3.1,199095,1.8,106292,1.1,92803,3.9,2485857,2.4,241908,7.5,21012,3.4,11034,2.2,9809,6.8,32300,1.9,433694,2.7,88920,4,111020,2.1,124952,3.4,130717,4.1,1280493,3.2,30% to less than 40%,30% to less than 40%,50% to less than 60%
8,0100000US,null,United States,31111,null,5,Animal food manufacturing,311,31,3111,2019,56457309,0.6,3006554,1.2,766943,1.1,55632,1.3,41903,1.3,81842,1.1,1976962,1.3,951256,1.1,417787,1,60067,1.4,98191,1.9,375211,1.5,35377543,0.9,33267727,0.9,1373860,2.4,193005,3.5,345531,1.6,197419,2.4,4278781,1.9,1328,28,39,27.1,20957353,1.8,3716319,1.2,1767351,2,223776,3.4,1725192,1.1,3483989,1.2,1652053,2.4,216662,3,1615274,1.1,1277626,1.9,254551,2.3,1023075,2.1,54119,2.3,38172,1.6,930783,2.2,214099,4.2,122918,7.1,91181,1.2,2417453,2.2,189768,1.7,26107,5.2,12994,2.3,9215,5.1,33026,3.2,409977,2.3,98177,4.3,122557,4.1,149389,3.8,111859,2.6,1254383,2.9,20% to less than 30%,30% to less than 40%,50% to less than 60%
9,0100000US,null,United States,311111,null,6,Dog and cat food manufacturing,311,31,3111,2018,24016497,0.8,1493986,1,373820,1.3,24168,1,19536,1.2,43858,1.5,1017881,1.3,497274,0.6,214908,0.8,41545,0.4,51445,0.8,189376,0.8,13362978,1.1,12601054,1.1,409849,1.2,72224,1.1,126447,1,153404,1.4,1529685,2,0,X,0,X,10644135,0.5,1271410,0.4,702986,0.9,37524,4.1,530900,1.1,1273053,1.9,676110,2.1,55017,5.2,541927,1.9,669864,1.4,130980,1.3,538884,1.4,13553,1.7,50687,0.7,474644,1.5,78277,3.4,42042,1.7,36235,8,1105206,4,103272,4.8,6496,8.2,4140,3.3,4238,14.9,10382,3.6,179748,3.8,45277,6.6,70302,1.6,62656,4.3,55917,3.2,562777,5.6,30% to less than 40%,50% to less than 60%,60% to less than 70%
10,0100000US,null,United States,311111,null,6,Dog and cat food manufacturing,311,31,3111,2019,23494350,1.2,1462200,1.6,383963,1.6,27943,1.8,22657,2,44276,1.7,1020835,2,485423,1.4,210573,1.4,36648,1.4,52443,2.3,185759,2,12908453,1,12136391,1,434900,3.1,72337,5,123643,2.3,141183,1,1509125,2.2,0,X,0,X,10533415,1.8,1298244,1.7,704458,2.1,56248,8.3,537539,1,1276382,1.4,667997,2.5,40226,8.6,568158,0.7,651798,1.8,137635,1.5,514163,2.1,21286,3.6,24441,1.9,468435,2.1,89195,7.1,52181,11.6,37014,2.2,1138496,3.8,84435,2.3,7165,5.8,5534,2.2,2775,10,11363,7.8,157974,3.8,45137,1.3,86441,5.6,67384,2.3,51800,4,618490,4.8,10% to less than 20%,40% to less than 50%,50% to less than 60%
11,0100000US,null,United States,311119,null,6,Other animal food manufacturing,311,31,3111,2018,33485107,0.6,1517376,0.5,383644,0.6,27827,0.9,18554,2.6,34679,5,920357,2.5,451570,1.5,203626,3,22120,2.2,45400,4.6,180424,1.5,25476577,0.5,24050852,0.6,1021901,2.7,119007,4.5,214364,8.3,70453,13.3,2665335,10,D,D,0,X,7969486,1.9,2339936,0.7,1089208,0.9,153896,2.7,1096833,1.2,2462148,0.7,1028894,1.2,175165,9.5,1258088,1.6,704904,6,130253,7.4,574650,6,50535,7.1,26225,21.6,497890,5.9,120818,2,64250,1.4,56567,4,1380651,3,138636,12.7,14516,3.2,6894,2.9,5570,3.7,21918,2.2,253946,3.7,43643,4.4,40718,5.1,62296,5.1,74799,6.8,717716,3.6,30% to less than 40%,20% to less than 30%,40% to less than 50%
12,0100000US,null,United States,311119,null,6,Other animal food manufacturing,311,31,3111,2019,32962958,0.7,1544355,1.7,382980,1.6,27689,1.9,19245,1.7,37566,1.5,956128,1.6,465833,1.8,207214,1.6,23419,2.9,45747,3.2,189452,2.2,22469090,1.3,21131335,1.4,938960,3.3,120668,4.7,221889,2.1,56237,8.2,2769656,2.7,1328,28,39,27.1,10423938,3,2418075,1.5,1062894,3,167528,3.6,1187653,1.5,2207607,1.7,984056,3.7,176435,3.1,1047116,1.6,625828,3.4,116916,4.6,508912,3.6,32834,2.9,13731,2.9,462348,3.9,124903,5.1,70737,9,54166,1.4,1278956,2.4,105333,2.5,18942,6.9,7461,3.7,6440,5.8,21663,2.8,252003,2.9,53040,7.8,36116,4.5,82006,6.6,60060,3.5,635893,3.1,30% to less than 40%,20% to less than 30%,40% to less than 50%
13,0100000US,null,United States,3112,null,4,Grain and oilseed milling,311,31,3112,2018,84964542,0.1,3358336,1,832479,0.9,53479,1.3,41426,1.4,84755,1.2,2203011,1.1,1114384,1.9,506397,1.9,112137,1.8,92385,1,403465,2.5,62624165,0.1,56376454,0.3,4554399,2.1,654162,0.2,842058,0.3,197092,1.1,12689395,0.3,D,D,167908,0,22267205,0.3,5400786,0.4,2521512,0.7,426461,1.9,2452813,0.4,5240859,0.6,2497107,0.5,377694,6.8,2366057,0.5,1642850,1,344940,1.3,1297910,1.1,21006,1,27230,0.7,1249674,1.1,242820,1,99956,2.4,142864,0.4,2747157,1.6,131006,2.9,36184,12.2,7242,2.3,16354,0.4,19902,3,653746,2.3,251955,0.4,58927,0.9,143064,1.4,145598,1.2,1283178,2.1,30% to less than 40%,30% to less than 40%,30% to less than 40%
14,0100000US,null,United States,3112,null,4,Grain and oilseed milling,311,31,3112,2019,81901050,0.2,3452064,0.5,866568,0.7,51494,0.8,39248,0.8,81327,0.8,2194770,0.6,1150923,0.5,511852,0.7,94136,0.6,95281,0.7,449654,0.6,59449142,0.2,53695220,0.2,4096952,0.1,621251,0.2,840885,0.3,194834,2,12466778,0.3,D,D,D,D,22705743,0.4,5244550,1.4,2475121,2.4,394055,8.6,2375375,0.5,5685768,0.8,2710744,1.2,412267,6,2562758,0.3,1756207,1.3,314940,3.4,1441267,0.9,79036,0.5,27659,0.5,1334573,1,233570,0.5,96794,0.9,136777,0.5,2829652,1.9,159109,3.3,32248,2.6,8414,1,15274,1,19684,5.1,704116,1.5,260332,4.4,62580,3.3,151302,1.6,149244,1.6,1267348,2.4,50% to less than 60%,30% to less than 40%,30% to less than 40%
15,0100000US,null,United States,31121,null,5,Flour milling and malt manufacturing,311,31,3112,2018,17360773,0.3,1097454,1.5,267779,1.9,19745,2.1,15001,1.8,30467,0.8,697896,0.8,369376,4.5,162197,4,30630,4.4,32930,0.4,143619,6.2,11450441,0.3,10625740,1.2,D,D,70087,0.8,235196,0.6,D,D,3110661,0.7,4108,10.4,D,D,5890843,0.8,1683224,0.7,625485,0.6,90255,1,967484,1,1676733,0.8,613042,0.8,83209,1.8,980482,1.1,369307,2.5,80180,4.8,289128,2.4,7539,2.1,6547,0.6,275042,2.6,81612,2.7,38288,5.6,43324,0.6,771058,3.9,46682,4.9,10402(s),41.7,3422,3.9,3753,1.3,7499,6.9,145653,2.4,28789,1.8,38192,0.7,38269,3,48645,1.6,399751,4.9,40% to less than 50%,30% to less than 40%,30% to less than 40%
16,0100000US,null,United States,31121,null,5,Flour milling and malt manufacturing,311,31,3112,2019,17754174,0.7,1112787,1.5,273709,1.4,18553,1.7,13836,1.8,28721,2.1,697701,1.7,347388,1.5,155743,1.4,23194,0.9,33697,1.7,134754,2,11858616,0.7,11081582,0.7,424840,1,70337,1.2,244576,1,37280,8,3215203,0.9,3456,0,D,D,5956358,0.9,1692817,0.6,624324,0.7,83322,1,985171,0.8,1774411,0.7,656761,0.6,111685,2.5,1005965,0.8,423215,5.1,84038,11.7,339178,3.6,10644,2.4,6308,1.1,322226,3.8,78933,0.7,36129,0.5,42804,1.3,828811,1.4,67935,2.6,8451,5.7,3282,1.9,4858,1.5,7262,2.7,149072,2.5,30503,1.1,38216,0.8,43892,3.1,50920,1.8,424420,1.5,50% to less than 60%,40% to less than 50%,40% to less than 50%
17,0100000US,null,United States,311211,null,6,Flour milling,311,31,3112,2018,12386440,0.1,750526,1.6,184793,2.4,12879,2.1,9973,1.3,20646,0.9,493717,0.4,244243,1,109480,1.2,15695,0.6,23856,0.2,95211,1,8298473,0.2,7795315,0.2,268884,0.2,33208,1.6,166006,0.4,35060,5.8,2107172,0.9,1738,24.6,D,D,4067792,0.1,958410,0.6,304965,0.7,33380,1.9,620065,0.9,985411,1.2,290378,0.9,27792,4.6,667241,1.5,233888,0.7,56067,0.3,177821,0.8,5938,2.6,4299,0.9,167585,0.9,58562,1.1,24738,2.9,33824,0.6,461936,2.1,28644,5.5,2881,3.8,2228,5.7,2642,1.4,4595,3.1,93424,1.7,13639,2.7,14519,0.7,27403,3.5,31654,1.3,240307,2.8,50% to less than 60%,40% to less than 50%,40% to less than 50%
18,0100000US,null,United States,311211,null,6,Flour milling,311,31,3112,2019,12704645,0.9,775255,2.1,188905,1.9,12212,2.6,9007,2.8,19171,3.2,485163,2.5,246141,2.1,110893,2,12891,1.7,25113,2.3,97244,2.7,8562790,1,7997118,1,326350,1.3,31653,2.6,175686,1.3,31984,9.4,2237153,1.3,D,D,D,D,4148290,1.1,981353,1.1,292895,1.5,27303,3,661155,1.1,999811,1,302423,1.2,24210,4.9,673177,1,251139,4.7,43184,10.3,207955,3.9,8172,3.1,4791,1.5,194991,4.1,56850,0.9,24138,0.8,32711,1.7,533103,2.1,50074,3.4,3762,7.2,2037,3,3360,1.9,4970,3.8,100324,3.6,13558,2.3,15132,0.8,32518,4.2,33579,2.6,273789,2.2,50% to less than 60%,40% to less than 50%,50% to less than 60%
19,0100000US,null,United States,311212,null,6,Rice milling,311,31,3112,2018,3731579,1.5,282357,4,66274,3.2,5882,5.2,4327,5.4,8443,2,168295,2.9,99095,16.6,43005,14.6,13934,9.7,5125,0.7,37031,23.8,2358957,1.5,2088050,6,202337(s),47.5,D,D,48954,2.6,D,D,732603,1.3,D,D,0,X,1365316,3.6,435505,2.3,167338,2,43187,1.3,224980,3.7,404460,1.4,160375,2.8,42844,1.7,201241,2.7,97886,9.2,19693,19.7,78193,8.8,1344,1.6,1979,0.7,74870,9.2,18982,6.7,11736,10.1,7246,2.3,242151,11.7,16879,9.9,7075(s),61.3,1024,3.6,971,3.2,2528,19.7,43894,6.9,5396,6.8,23260,1.1,7025,9.6,11106,5.9,122994,15.1,40% to less than 50%,30% to less than 40%,20% to less than 30%
20,0100000US,null,United States,311212,null,6,Rice milling,311,31,3112,2019,3925965,1.1,274182,0.9,67240,1.1,5415,0.8,4207,0.5,8280,0.3,178961,0.5,78360,0.3,35292,0.2,10231,0.2,4560,0.4,28277,0.6,2584327,0.5,2413895,0.5,D,D,D,D,51652,0.5,D,D,742439,0.3,D,D,0,X,1416060,2.3,423362,0.2,167278,0.1,43459,0.5,212626,0.2,543455,1.2,209476,0.4,75682,3.3,258296,1.3,127035,14.1,30441,28.9,96594,9.5,2340,1.6,1038,1.3,93216,9.8,18225,0.7,9340,0.1,8885,1.4,234757,1.7,16795,1.7,4043,9.8,1051,1.3,1365,2.9,1972,1.7,41589,1.8,7284,1.8,22235,1.3,7748,1.6,11219,1.5,119457,2.2,50% to less than 60%,40% to less than 50%,30% to less than 40%
21,0100000US,null,United States,311213,null,6,Malt manufacturing,311,31,3112,2018,1242754,0.1,64572,5.8,16712,5.9,983,1.8,701,0,1378,0.2,35884,0.6,26038,4.7,9711,3.7,1001,0,3949,2.6,11377,6.6,793012,0.1,742375,0.1,D,D,D,D,20236,0.1,328,10.4,270886,0.1,D,D,0,X,457734,0.2,289308,0.1,153181,0.1,13688,0,122439,0,286863,0.1,162289,0.1,12573,0,112001,0,37533,0.7,4419,2.9,33113,0.4,257,0,270,0,32586,0.4,4067(s),40.3,1814(s),91.5,2254,0.8,66971,1.7,1160,7.8,446,16.9,169,0,140,0,377,9.8,8335,0.6,9754,0.4,414,0.2,3841,0,5885,0.4,36450,2.3,20% to less than 30%,10% to less than 20%,10% to less than 20%
22,0100000US,null,United States,311213,null,6,Malt manufacturing,311,31,3112,2019,1123564,1.7,63350,2,17564,1.5,925,2.9,622,3.8,1270,3.9,33576,3.1,22887,2,9558,2.7,72,0,4024,2,9233,1.4,711499,1.2,670570,1.3,D,D,D,D,17239,0.9,D,D,235611,0.9,0,X,0,X,392008,2.8,288102,0.4,164151,0.4,12560,0.4,111390,0.4,231146,0.9,144861,0.8,11794,1.1,74492,0.9,45042,0,10413,0,34629,0,132,0,478,0,34019,0,3859,0,2651,0,1208,0,60951,0,1067,0,646,0,194,0,133,0,320,0,7160,0,9660,0,849,0,3627,0,6121,0,31174,0,20% to less than 30%,Less than 10%,20% to less than 30%
23,0100000US,null,United States,31122,null,5,Starch and vegetable fats and oils manufacturing,311,31,3112,2018,57301743,0.2,1404075,2,345629,1.7,21161,2.7,15514,3.4,31817,3,852819,2.9,433244,3,199580,3.1,41045,3.5,36185,2.3,156434,3,45498717,0.2,40251962,0.2,4050019,0.2,524818,0.2,518635,0.3,153283,0.3,8261450,0.3,D,D,D,D,11749187,0.4,3419790,0.5,1814449,1,317281,2.5,1288060,0.2,3264583,0.9,1805042,0.7,272848,9.5,1186693,0.2,993175,1.1,210312,0.9,782863,1.3,12864,0.6,17176,0.2,752823,1.3,148460,0.8,55412,2,93048,0.5,1715301,1.8,55128,2.6,24429,3.2,2227,3.8,11244,0.4,10864,2.5,451006,3.1,200187,0.3,11286,3.7,89443,1.9,75231,1.9,784257,2.2,20% to less than 30%,10% to less than 20%,10% to less than 20%
24,0100000US,null,United States,31122,null,5,Starch and vegetable fats and oils manufacturing,311,31,3112,2019,54061476,0.1,1496599,0.2,378837,1.2,21842,0.3,16175,0.3,33238,0.3,911467,0.2,458094,0.3,213275,0.3,42847,0.8,36819,0.6,165153,0.3,42165341,0.1,37326525,0.1,3670478,0.1,496054,0.1,519938,0.2,152346,0.3,8050950,0.3,D,D,D,D,12091589,0.5,3276401,2.2,1791474,3.3,289874,11.7,1195053,0.8,3633635,1.2,1996467,1.6,280337,8.8,1356832,0.3,1059676,0.6,195905,2.2,863771,0.4,67033,0.4,18955,0.6,777783,0.5,141297,0.4,54304,0.8,86993,0.5,1729886,2.9,55738,6.3,21759,3.1,3418,1.4,9281,1.4,10906,9,497988,2,205505,5.6,15781,13,95177,2,77021,2.9,737312,3.9,50% to less than 60%,50% to less than 60%,30% to less than 40%
25,0100000US,null,United States,311221,null,6,Wet corn milling,311,31,3112,2018,10204049,0.1,512015,0.2,129294,0.8,6223,0.7,4026,0.7,9179,0.7,297300,0.7,134273,0.4,64759,0.8,10031,0.1,12475,0.3,47008,2.2,6192245,0.1,5558613,0.1,59718,0,255367,0.1,278390,0.1,40156,0,4488289,0.1,D,D,D,D,4019501,0.2,609357,0.3,317674,0.2,43976,0.5,247707,0.5,602505,0.7,317690,1.3,51657,0.1,233159,0.3,213603,0.5,28982,1.4,184621,0.4,1189,6,6557,0,176875,0.4,60668,1.9,26497,4.1,34171,0.2,614163,1.3,20118,4,5411,3,741,11.3,7778,0,3106,5.6,162084,0.8,112137,0.4,4243,9.3,47283,2,28659,3.9,222603,1.5,20% to less than 30%,20% to less than 30%,10% to less than 20%
26,0100000US,null,United States,311221,null,6,Wet corn milling,311,31,3112,2019,10013478,0.1,542624,0.3,144984,3.1,6322,0.8,4085,0.6,9204,0.9,302569,0.3,144877,0.5,68951,0.5,11280,1.7,13243,0.1,51403,0.6,6021788,0.7,5419979,0.8,50962,0,236480,0.2,273814,0.3,40553,0.2,4459517,0.5,D,D,D,D,3988727,1.5,669412,10.2,376414,15.7,51571,0.1,241428,3.9,664391,5.3,368583,8.8,56438,0.1,239370,1.2,228587,1.6,33016,1.9,195572,1.6,7548,2.8,3681,2.5,184342,1.5,59028,0.8,25501,1.7,33527,0.1,624332,5.9,19644,13.3,4884,0.6,621,1.1,7071,0.5,3663,26.1,168386,4.8,112168,10.2,3699,2.9,50220,0.5,28851,6,225124,5.5,60% to less than 70%,60% to less than 70%,30% to less than 40%
27,0100000US,null,United States,311224,null,6,Soybean and other oilseed processing,311,31,3112,2018,37863862,0.3,534431,5.1,128610,4.5,8646,6.6,6485,8.2,12919,7.4,336999,7.2,179642,7.1,79966,7.6,22206,6.3,12948,6.3,64523,7,32354358,0.2,27964552,0.2,3848508,0.2,244961,0.5,205032,0.9,91305,0.4,3328279,0.7,D,D,D,D,5441335,0.9,2016209,0.8,1205628,1.5,145018,5.5,665564,0.3,1992887,1.5,1159817,1,122660,21,710411,0.2,634270,1.7,159118,0.9,475153,2,6612,0.5,3130,0.9,465411,2.1,52039,0.4,12807,0.1,39232,0.5,679415,3.7,16354,3.8,6196,0.1,815,0,1869,1.5,5156,4,236346,5.9,58409,0.6,1613,0,21532,5.5,35198,2.6,295926,3.5,10% to less than 20%,10% to less than 20%,10% to less than 20%
28,0100000US,null,United States,311224,null,6,Soybean and other oilseed processing,311,31,3112,2019,34930367,0.1,571897,0.1,140030,0.4,9372,0.2,7281,0.2,14830,0.3,379967,0.1,192146,0.6,89452,0.6,22589,0.5,12838,1.5,67268,0.6,29306610,0.1,25294686,0.1,3475064,0.1,235127,0.1,211327,0.1,90405,0.5,3162051,0.2,D,D,D,D,5810624,0.1,1920922,1.3,1091138,0.9,137705,24.7,692080,0.1,2253928,1.2,1295637,0.1,120072,20.4,838219,0.1,605748,0.2,111300,0.2,494449,0.2,25433,0.2,10880,0.2,458136,0.2,49163,0.1,12473,0,36690,0.1,717317,1.4,21052,9.8,5660,0.1,949,0.5,751,2.7,4447,0.4,270643,1.6,67143,1.3,6441,7.8,26561,5.6,35737,3.9,277934,0.4,40% to less than 50%,30% to less than 40%,30% to less than 40%
29,0100000US,null,United States,311225,null,6,Fats and oils refining and blending,311,31,3112,2018,9233832,0.1,357630,0.3,87724,0.3,6292,0.6,5004,0.7,9720,0.4,218520,0.6,119328,0.3,54854,0.5,8808,3.2,10762,1.1,44904,0.4,6952115,0.1,6728796,0.1,141793,0,24490,0.1,35214,0.2,21822,0.1,444882,0.2,18575,0,0,X,2288351,0.3,794223,0.1,291146,0.1,128288,0.1,374789,0.1,669191,0.3,327536,0.1,98531,1.2,243124,0.6,145301,1.6,22212,5.4,123089,1.5,5064,0.2,7489,0.2,110536,1.6,35753,1.2,16108,0,19645,2.2,421723,3.9,18656,5.3,12822,6,671,1.8,1597,1.8,2602,1.8,52577,1.2,29640,0.7,5429,2.2,20627,3.2,11374,1.1,265728,5.1,40% to less than 50%,20% to less than 30%,20% to less than 30%
30,0100000US,null,United States,311225,null,6,Fats and oils refining and blending,311,31,3112,2019,9117630,0.3,382078,0.6,93823,0.8,6148,0.5,4809,0.7,9203,0.6,228931,0.6,121070,0.4,54872,0.8,8978,3.1,10738,1.2,46482,0.4,6836944,0.2,6611860,0.2,144452,0.6,24447,0.1,34797,0.9,21388,0.1,429382,0.5,D,D,0,X,2292238,0.9,686067,0.9,323923,1.4,100599,2.2,261545,0.6,715317,0.6,332246,0.8,103828,1.2,279243,0.6,225341,2.2,51590,8.3,173751,1.2,34052,0.4,4394,1.2,135305,1.4,33106,1.2,16330,0.1,16776,2.4,388237,8.6,15041,7.6,11215,6.1,1848,2.6,1459,8.2,2796,7.4,58959,6.5,26194,1.5,5642,35.2,18397,6.2,12433,2.9,234253,11.2,60% to less than 70%,50% to less than 60%,40% to less than 50%
